\xe5\xb0\x9a\xe6\x96\xb9\xe5\x8a\x8d\xe6\x93\x8a\xe6\x96\xb0\xe6\x98\x9f\xe8\xb3\xbd2022 (\xe9\xa4\xa8\xe5\x85\xa7\xe8\xb3\xbd):    October 4, 2022
Manchen Friday Night "E & Under" Foil:    August 13, 2021
Atlantic - Sunday Open M/W Epee:    August 8, 2021
Freehold Fencing's Open Foil:    August 8, 2021
Viljandi Vehklemislaager 2021:    August 8, 2021 - August 14, 2021
North Island Championship & Veteran's Foli:    August 7, 2021 - August 8, 2021
Army Fencing Championships 2021:    August 7, 2021 - August 8, 2021
Under 14 Fencing Championships:    August 7, 2021
SAMS Fencing Competition 2021:    August 7, 2021 - September 4, 2021
TMFC Foil Day:    August 7, 2021
Heartland Youth Circuit 2021 #1:    August 7, 2021 - August 8, 2021
Freehold Fencing's Div3 Foil:    August 6, 2021
Gran Campeonato Nal Precadetes, Cadetes y Juvenil:    August 6, 2021 - August 8, 2021
Manchen Friday Night "Div 3" Epee:    August 6, 2021
SBSK  traning tournament_summer 2021:    August 5, 2021
Augusti M\xc3\xb5\xc3\xb5k 2021:    August 5, 2021
Epeeturniir:    August 5, 2021
2021 BSF allstar Fencing Invitational (Foil):    August 2, 2021
FN Pickworth:    August 1, 2021
White Lady Epee Tournament:    August 1, 2021
4th Annual Dr. Packer Open Epee @ Freehold:    August 1, 2021
Schools' League Epee Individual Championships:    August 1, 2021
Whangarei Fun Comp:    August 1, 2021
BSF allstar Foil Fox Kids Invitational 2021:    August 1, 2021
Atlantic - Sunday, Youth Epee:    August 1, 2021
BVF Age Groups:    July 31, 2021 - August 1, 2021
2021 Stars of Tomorrow:    July 31, 2021
MidSouth Secondary Schools:    July 31, 2021
Clasificatorio a Juegos Deportivos Nacionales Cadetes parte 2:    July 31, 2021
Atlantic Fencing Academy - Saturday Youth Saber:    July 31, 2021
Vehklemiskoolitus ja turniir:    July 30, 2021
Testing:    July 30, 2021
Manchen Friday Night "Foil Open":    July 30, 2021
Shum Shui Po Fencing Competition:    July 25, 2021
Freehold Fencing's Youth Foil/Epee:    July 25, 2021
WAY Vet Epee 50:    July 25, 2021
GFA - July Intramural:    July 24, 2021
Cadet and junior BRC foil 2021:    July 24, 2021 - July 25, 2021
Age Group Fencing Championships:    July 24, 2021 - July 25, 2021
Clasificatorio a juegos deportivos nacionales cadetes parte 1:    July 24, 2021
2021 Summer Camp:    July 24, 2021
Manchen Friday Night "Div 3" Foil:    July 23, 2021
July Challenge & Parafencing Nat'l Championships:    July 22, 2021 - July 25, 2021
2021\xe5\xb9\xb4\xe7\xa6\x8f\xe5\xbb\xba\xe7\x9c\x81\xe9\x9d\x92\xe5\xb0\x91\xe5\xb9\xb4\xe5\x87\xbb\xe5\x89\x91\xe9\x94\xa6\xe6\xa0\x87\xe8\xb5\x9b:    July 19, 2021 - July 23, 2021
2021\xe5\xb9\xb4\xe7\xa6\x8f\xe5\xbb\xba\xe7\x9c\x81\xe9\x9d\x92\xe5\xb0\x91\xe5\xb9\xb4\xe5\x87\xbb\xe5\x89\x91\xe9\x94\xa6\xe6\xa0\x87\xe8\xb5\x9b:    July 19, 2021 - July 23, 2021
Junior Epee BRC:    July 18, 2021
Atlantic - Sunday U & D2  - M/W Epee:    July 18, 2021
Freehold Fencing's Div II Foil:    July 18, 2021
TFC Annual Bastille Day Tournament:    July 18, 2021
BRC Cadet Epee:    July 17, 2021
2021\xe5\xb9\xb4\xe5\x85\xa8\xe4\xb9\x9d\xe5\xb7\x9e\xe3\x83\x95\xe3\x82\xa7\xe3\x83\xb3\xe3\x82\xb7\xe3\x83\xb3\xe3\x82\xb0\xe9\x81\xb8\xe6\x89\x8b\xe6\xa8\xa9\xe5\xa4\xa7\xe4\xbc\x9a\xe3\x80\x80\xe5\xa5\xb3\xe5\xad\x90:    July 17, 2021 - July 18, 2021
2021\xe5\xb9\xb4\xe5\x85\xa8\xe4\xb9\x9d\xe5\xb7\x9e\xe3\x83\x95\xe3\x82\xa7\xe3\x83\xb3\xe3\x82\xb7\xe3\x83\xb3\xe3\x82\xb0\xe9\x81\xb8\xe6\x89\x8b\xe6\xa8\xa9\xe5\xa4\xa7\xe4\xbc\x9a\xe3\x80\x80\xe7\x94\xb7\xe5\xad\x90:    July 17, 2021 - July 18, 2021
Academy Sabre BRC:    July 17, 2021 - July 18, 2021
Campeonato Nacional Mayor 2021:    July 17, 2021 - August 8, 2021
2021 Show-Me State Games:    July 17, 2021 - July 18, 2021
CLASIFICATORIO INFANTIL A JUEGOS DEPORTIVOS NACIONALES PARTE 2:    July 17, 2021
Cardiff BRC:    July 17, 2021
II COPA NAL.ESPADA,SABLE-Medellin. FLORETE- Cali:    July 16, 2021 - July 18, 2021
Freehold Fencing's Div2 Epee:    July 16, 2021
Manchen Friday Night "U" Saber:    July 16, 2021
Under 13/15/17 State Championships:    July 11, 2021
FN SEC SCHOOLS IND #3:    July 10, 2021
CLASIFICATORIO A JUEGOS DEPORTIVOS NACIONALES INFANTIL:    July 10, 2021
Asinsaaren kilpailut:    July 9, 2021 - July 10, 2021
Manchen Friday Night "U" Epee:    July 9, 2021
Drzonk\xc3\xb3w 2021:    July 5, 2021
Post-AFC 2 Open:    July 5, 2021
Hertfordshire Foil and Sabre Series Event 3:    July 4, 2021
State Teams' Championships:    July 4, 2021
PHI FENCING SELECTION OPENS:    July 3, 2021 - July 11, 2021
National Championships, Junior Olympic Championships & July NAC:    July 3, 2021 - July 12, 2021
2021 Presidents Cup:    July 3, 2021 - July 4, 2021
CAMPIONAT NATIONAL SABIE COPII:    July 1, 2021 - July 3, 2021
\xe5\x9b\x9e\xe6\xad\xb8\xe7\x9b\x832021:    July 1, 2021
AFHK 2021 Q2 Competition (Day 3):    July 1, 2021
MK Fencing Academy Adults Epee Cup Final:    June 28, 2021
Campionatul National Copii spada si floreta:    June 28, 2021 - July 6, 2021
Vehklemiskoolitus & turniir:    June 28, 2021
FencingSA Open-B & U17/20:    June 27, 2021
TYS Liverpool:    June 27, 2021
FN McLeavey:    June 27, 2021
Novice & B-Grade Round 2:    June 27, 2021
SBSK EPEE SUMMER CUP 2021:    June 27, 2021 - July 15, 2021
Tune-Up Open Tournament:    June 27, 2021
WAY Epee Men's A2 & Women's A1:    June 27, 2021
Freehold Fencing's Open Foil:    June 27, 2021
MTFC Youth Mixed Foil Y10/Y12 and Sanctioned Y14:    June 27, 2021
FN Sec Schools IND #2:    June 26, 2021
2021\xe5\xb9\xb4\xe3\x82\xb8\xe3\x83\xa5\xe3\x83\x8b\xe3\x82\xa2\xe3\x82\xb5\xe3\x83\xbc\xe3\x83\x96\xe3\x83\xab\xe3\x83\x81\xe3\x83\xa3\xe3\x83\xac\xe3\x83\xb3\xe3\x82\xb8\xe3\x82\xab\xe3\x83\x83\xe3\x83\x97\xe5\xb3\xb6\xe5\x8e\x9f\xe5\xb8\x82\xe5\xa4\xa7\xe4\xbc\x9a:    June 26, 2021
Canterbury Schools 2021:    June 26, 2021 - June 27, 2021
Campeonato Nacional Juvenil 2021:    June 26, 2021 - July 11, 2021
Junior Fencing Championships:    June 26, 2021 - June 27, 2021
Fencers Club London Senior Foil:    June 26, 2021
RFC Tune-Up Open:    June 26, 2021 - June 27, 2021
NKFA's Summer Inferno 2021:    June 26, 2021
Torneo Invitacional de Copa (no ofcial):    June 26, 2021
QFA State U15 & Cadet Championships:    June 26, 2021
OG\xc3\x93LNOPOLSKA OLIMPIADA M\xc5\x81ODZIE\xc5\xbbY:    June 25, 2021 - June 30, 2021
2021 Pomme De Terre - FOIL:    June 25, 2021 - June 27, 2021
Manchen Friday Night  "Foil Open":    June 25, 2021
Primer Torneo Interclubes EJ:    June 25, 2021
Akademickie Mistrzostwa Polski w Szermierce:    June 24, 2021
2021 Northern Regional Open Fencing Comp #2 (UoN):    June 20, 2021
SCFC Open Foil/Youth-14/Youth-10 Foil (sanctioned):    June 20, 2021
MTFC Hope we stay in phase 3 mixed open epee:    June 20, 2021
TFC's June 2021 Fence-A-Thon:    June 20, 2021
IV Grand Prix Polski Weteran\xc3\xb3w:    June 19, 2021 - June 20, 2021
MK Fencing Academy Junior Epee Cup Final:    June 19, 2021
BULGARIAN CUP II ROUND MLADOST CUP/SVECHNIKOV CUP:    June 19, 2021 - June 20, 2021
Campeonato Nacional Cadetes A:    June 19, 2021
\xe5\x9b\xbd\xe4\xbd\x93\xe9\x81\xb8\xe8\x80\x83\xe4\xbc\x9a:    June 19, 2021
RCFC Youth Tournament:    June 19, 2021 - June 20, 2021
2021 AAU National Fencing Tournament:    June 19, 2021 - June 20, 2021
Morehouse Saber Youth Finale! (Port Chester):    June 19, 2021
2021 AAU National Fencing Tournament:    June 19, 2021 - June 20, 2021
South Bay Sabre Challenge:    June 19, 2021 - June 20, 2021
Atlantic - Sat, Epee Div2:    June 19, 2021
MTFC Sanctioned Senior Mixed Foil:    June 19, 2021
Brisbane QLD Individual Championships:    June 19, 2021
Richard Emmerick 2021 2:    June 19, 2021
Reede Cup:    June 18, 2021
Fairfax Challenge Summer ROC/RJCC/RYC/VET - Reg Re-Opens 12/28:    June 18, 2021 - June 20, 2021
Copa Nacional - Ibague:    June 18, 2021 - June 20, 2021
2021 Pomme De Terre - SABRE:    June 18, 2021 - June 20, 2021
Challenge Wratislavia:    June 17, 2021 - June 21, 2021
CARPATHIA CUP:    June 17, 2021 - June 21, 2021
PUCHAR \xc5\xbbUBR\xc3\x93W:    June 17, 2021
Fencing Competition, SAMS 2021:    June 14, 2021
AFHK 2021Q2 Competition (Day 2):    June 14, 2021
MAZOVIA CUP:    June 14, 2021 - June 15, 2021
UFC League 2021 (2nd Round):    June 13, 2021 - June 20, 2021
Manhattan Fencing Center Youth Saber Liberty Cup:    June 13, 2021
Games of the Future:    June 13, 2021
Tom Wright Veteran Fencing Tournament:    June 13, 2021
WAY Foil M & W separate Y8, 10, 12/14 + OPEN:    June 13, 2021
Freehold Fencing's Div3 Epee:    June 13, 2021
FCMC SANCTIONED Youth Saber:    June 13, 2021
2021 Robyn Chaplin (AFC#2):    June 12, 2021 - June 14, 2021
USFHK Fencing Competition 2020-21:    June 12, 2021 - June 13, 2021
Mistrzostwa Polski M\xc5\x82odzik\xc3\xb3w w szpadzie:    June 12, 2021 - June 13, 2021
FN Sec School Foil Teams:    June 12, 2021
Mistrzostwa Polski M\xc5\x82odzik\xc3\xb3w w szabli dziewcz\xc4\x85t i ch\xc5\x82opc\xc3\xb3w:    June 12, 2021 - June 13, 2021
CenCal 2021 JO & Div2/Div3 Summer National Quals:    June 12, 2021 - June 13, 2021
BODYARMOR State Games:    June 12, 2021 - June 13, 2021
Mistrzostwa Polski M\xc5\x82odzik\xc3\xb3w we florecie:    June 12, 2021 - June 13, 2021
SOLIDARITY:    June 12, 2021 - June 13, 2021
Dynamo Classic Summer:    June 12, 2021
AIC Summer Challenge:    June 12, 2021 - June 13, 2021
2021 Pomme De Terre - EPEE:    June 11, 2021 - June 13, 2021
Windy City SYC and Cadets #6 Reg Open 5/11:    June 11, 2021 - June 13, 2021
American Challenge ROC (DIV1A, DIV2, VET) & RJC Reg Open 1/15:    June 11, 2021 - June 13, 2021
Mid South U20 Championships 2021:    June 11, 2021
Freehold Fencing's  E & Under Foil:    June 11, 2021
MISTRZOSTWA POLSKI M\xc5\x81ODZIE\xc5\xbbOWC\xc3\x93W:    June 6, 2021
MTFC in-house beginner foil and epee:    June 6, 2021
Indywiduwalne i Dru\xc5\xbcynowe Mistrzostwa Polski M\xc5\x82odzie\xc5\xbcowc\xc3\xb3w w szpadzie kobiet i m\xc4\x99\xc5\xbcczyzn:    June 6, 2021
FCMC SANCTIONED Unrated & Open Saber:    June 6, 2021
\xe4\xbb\xa4\xe5\x92\x8c3\xe5\xb9\xb4\xe5\xba\xa6\xe9\x95\xb7\xe5\xb4\x8e\xe7\x9c\x8c\xe9\xab\x98\xe7\xb7\x8f\xe4\xbd\x93:    June 5, 2021 - June 6, 2021
President's Cup Fencing Championships:    June 5, 2021
\xe6\xbe\xb3\xe5\xa4\xa740\xe9\x80\xb1\xe5\xb9\xb4\xe5\x8a\x8d\xe6\x93\x8a\xe6\xa0\xa1\xe5\x8f\x8b\xe7\x9b\x83:    June 5, 2021 - June 6, 2021
Garden State RYC:    June 5, 2021 - June 6, 2021
RIPOSTA CUP:    June 5, 2021 - June 6, 2021
Igrzyska Dzieci:    June 5, 2021 - June 6, 2021
Campeonato Nacional Cadetes B D\xc3\xada 2:    June 5, 2021
2021 Sunshine State Games:    June 5, 2021 - June 6, 2021
Colorado Youth Cup:    June 5, 2021 - June 13, 2021
RCFC In-House Youth/Junior Tournament:    June 5, 2021
Indywidualne i Dru\xc5\xbcynowe Mistrzostwa Polski M\xc5\x82odzie\xc5\xbcowc\xc3\xb3w we florecie kobiet i m\xc4\x99\xc5\xbcczyzn:    June 5, 2021
PhilDiv 2021 Nationals Qualifier: Division 2/3:    June 5, 2021 - June 6, 2021
PhilDiv 2021 Nationals Qualifier: Division 2/3:    June 5, 2021 - June 6, 2021
PhilDiv 2021 Nationals Qualifier: Division 2/3:    June 5, 2021 - June 6, 2021
Mistrzostwa Polski Junior\xc3\xb3w:    June 4, 2021 - June 5, 2021
June NAC:    June 4, 2021 - June 7, 2021
Hertfordshire Sabre Series Event 2:    June 4, 2021
Manchen Friday Night "U" Foil:    June 4, 2021
1 krok szermierczy d'Artagnan Ursyn\xc3\xb3w:    June 2, 2021
2021 Newcastle Mixed Epee Open Grand Prix:    May 30, 2021
Do you want the last dessert? MTFC only foil event:    May 30, 2021
FencingSA Open Trophy & Veteran:    May 30, 2021
210530 Drzavno Prvenstvo Za Seniori 2021:    May 30, 2021
French Style SabreLaser Tournament Walk N Roll:    May 30, 2021
Quantum Fencing Tournament:    May 29, 2021
FN Sec Schools IND #1:    May 29, 2021
Ga Division 2021 J O Qualifier & Annual Meeting:    May 29, 2021 - May 30, 2021
Fortune Fencing ROC, VET & RJCC Reg Opens 2/1:    May 29, 2021 - May 31, 2021
Boston Fencing Club RJCC Reg Opens 4/12:    May 29, 2021 - May 31, 2021
Cobra Challenge SYC/RCC:    May 29, 2021 - May 31, 2021
III Puchar Polski Junior\xc3\xb3w m\xc5\x82odszych w szpadzie:    May 29, 2021 - May 30, 2021
Aristocrat Open 2021:    May 29, 2021 - May 30, 2021
Grodziska Szabla 2021 IV Memoria\xc5\x82 Jerzego Paw\xc5\x82owskiego:    May 29, 2021
Dzie\xc5\x84 Dziecka:    May 29, 2021 - June 20, 2021
Pre-AFC2 Open:    May 28, 2021 - May 29, 2021
III Puchar Polski JM:    May 28, 2021
THE ORLANDO CHALLENGE SYC & RCC Reg Opens 4/8:    May 28, 2021 - May 31, 2021
EURPEJSKI FESTIWAL SZERMIERKI:    May 28, 2021
Manchen Friday Night "Div 3" Epee:    May 28, 2021
CAMPIONAT NATIONAL SABIE SPERANTE:    May 26, 2021 - May 27, 2021
MK Fencing Academy Adults Epee Cup 3:    May 24, 2021 - May 31, 2021
Schools' League Epee 1:    May 23, 2021
N Tx Division Qualifier Junior, Cadet, Div2/3:    May 23, 2021
Capitol Division SN/JO Qualifiers - Sabre:    May 23, 2021
Beginner/ Intermediate mini foil (10 and under):    May 23, 2021
New Jersey Division Summer Nationals Qualifier:    May 23, 2021
BAKERSFIELD "C and Under" Sr. Mixed FOIL:    May 23, 2021
FencingSA Open-B & U17/20:    May 23, 2021
Sparing pripreme - zavr\xc5\xa1ni turnir:    May 23, 2021
WAY Foil M & W separate Y8, 10, 12/14 + OPEN:    May 23, 2021
LI Div SN Div 2/3 Qualifier 2021:    May 23, 2021
Orange Coast Division SN & JO Qualifiers:    May 23, 2021
Beginner/ Intermediate mini foil (10 and under):    May 23, 2021
2021 TN Division Summer Nationals & JO Qualifier:    May 23, 2021
MK Fencing Academy Junior Epee Cup 3:    May 22, 2021 - May 29, 2021
Under 20 Fencing Championships:    May 22, 2021 - May 23, 2021
Virginia Division 2021 DIV II/III SN Qualifiers:    May 22, 2021
Morris Cup RYC/RCC Reg Open 1/15:    May 22, 2021 - May 23, 2021
Manchester TYS 05/21:    May 22, 2021 - May 23, 2021
The Youth series:    May 22, 2021
2021 Rain City Open:    May 22, 2021 - May 23, 2021
Tarnovia Cup 2021 w szpadzie dziewcz\xc4\x85t i ch\xc5\x82opc\xc3\xb3w:    May 22, 2021
LI Div JO Qualifier 2021:    May 22, 2021
AFC's BEGINNER May Madness Y10 Y12 Y14:    May 22, 2021
NEUSFA ONLY, JO Cadet Qualifiers:    May 22, 2021 - May 23, 2021
TMFC Youth 8,10 and unrated Foil:    May 22, 2021
Tennessee JR/HS Tournament (Unsanctioned):    May 22, 2021
MISTRZOSTWA POLSKI SENIOR\xc3\x93W:    May 21, 2021 - May 24, 2021
Campionat National Sperante spada:    May 21, 2021 - May 22, 2021
\xd0\xa7\xd0\xb5\xd0\xbc\xd0\xbf\xd1\x96\xd0\xbe\xd0\xbd\xd0\xb0\xd1\x82 \xd0\xa3\xd0\xba\xd1\x80\xd0\xb0\xd1\x97\xd0\xbd\xd0\xb8 \xd0\xb7 \xd1\x84\xd0\xb5\xd1\x85\xd1\x82\xd1\x83\xd0\xb2\xd0\xb0\xd0\xbd\xd0\xbd\xd1\x8f \xd1\x81\xd0\xb5\xd1\x80\xd0\xb5\xd0\xb4 \xd0\xbc\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb4\xd1\x96 (U23 \xd1\x80\xd0\xb0\xd0\xbf\xd1\x96\xd1\x80\xd0\xb0, \xd1\x87\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb2\xd1\x96\xd0\xba\xd0\xb8,\xd0\xb6\xd1\x96\xd0\xbd\xd0\xba\xd0\xb8):    May 21, 2021 - May 23, 2021
Arsenal Spring Challenge RYC/RJCC/ROC & VET Reg Opens 2/8:    May 21, 2021 - May 24, 2021
Fencing Center of Chicago ROC, VET & RJCC - Reg Opens 3/2:    May 21, 2021 - May 23, 2021
\xd0\xa7\xd0\xb5\xd0\xbc\xd0\xbf\xd1\x96\xd0\xbe\xd0\xbd\xd0\xb0\xd1\x82 \xd0\xa3\xd0\xba\xd1\x80\xd0\xb0\xd1\x97\xd0\xbd\xd0\xb8 \xd0\xb7 \xd1\x84\xd0\xb5\xd1\x85\xd1\x82\xd1\x83\xd0\xb2\xd0\xb0\xd0\xbd\xd0\xbd\xd1\x8f \xd0\xbd\xd0\xb0 \xd1\x80\xd0\xb0\xd0\xbf\xd1\x96\xd1\x80\xd0\xb0\xd1\x85 \xd1\x81\xd0\xb5\xd1\x80\xd0\xb5\xd0\xb4 \xd0\xbc\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb4\xd1\x96 U-23 (\xd0\xb6\xd1\x96\xd0\xbd\xd0\xba\xd0\xb8.\xd1\x87\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb2\xd1\x96\xd0\xba\xd0\xb8):    May 21, 2021 - May 23, 2021
Campeonato Nacional Cadetes B:    May 21, 2021
Freehold Fencing's Div3 Foil (No longer NJ only!):    May 21, 2021
2021\xe5\x8d\x93\xe6\xaf\x85\xe5\x88\x86\xe9\xbd\xa1\xe5\x8a\x8d\xe6\x93\x8a\xe6\xaf\x94\xe8\xb3\xbd:    May 19, 2021
FA LE Competition:    May 19, 2021
Campionat National Sperante floreta:    May 19, 2021 - May 20, 2021
FencingSA U11, U13, U15:    May 16, 2021
V PUCHAR POLSKI SENIOREK - KGHM TOUR W SZPADZIE KOBIET:    May 16, 2021
Hertfordshire Foil Series Event 2:    May 16, 2021
FSA 6\xe6\x9c\x88 LEVEL 2 \xe5\x80\x8b\xe4\xba\xba\xe8\xb3\xbd:    May 16, 2021
Capitol Division SN/JO Qualifiers - Epee:    May 16, 2021
Primo Fencing Challenge Individual Foil (Round 1) 2021:    May 16, 2021
E & Under Senior - Epee and Foil:    May 16, 2021
New Tournament:    May 16, 2021
SCFC Open Foil/Youth-14 Foil (sanctioned):    May 16, 2021
Schools' League Teams:    May 16, 2021
2021 GA Division SN Qualifiers:    May 15, 2021 - May 16, 2021
II Puchar \xc5\xbbubra Krzeszowice:    May 15, 2021
2021\xe5\xb9\xb4\xe5\x85\xa8\xe6\xbe\xb3\xe5\x8a\x8d\xe6\x93\x8a\xe5\x9c\x98\xe9\xab\x94\xe8\xb3\xbd Macao Fencing Ranking Tournament Team's Event:    May 15, 2021 - May 16, 2021
PhilDiv 2021 Nationals Qualifier: Cadet:    May 15, 2021 - May 16, 2021
2020-21 SoCal Junior Olympic/Summer National Qual:    May 15, 2021
Circuito React\xc3\xadvate - PANAM\xc3\x81 Ranking # 1:    May 15, 2021 - May 16, 2021
Battle In Space City RYC/RJCC Reg Opens 1/15:    May 15, 2021 - May 16, 2021
Warszawska Syrenka 2021:    May 15, 2021 - May 16, 2021
NEUSFA ONLY, JO Junior Qualifiers:    May 15, 2021 - May 16, 2021
TURNIEJ Z\xc5\x81OTY FLORET J.M. REKTORA AWF:    May 15, 2021
TURNIEJ O Z\xc5\x81OTY FLORET J.M. REKTORA AWF:    May 15, 2021
South Island Champs 2021:    May 15, 2021 - May 16, 2021
\xe9\x95\xbf\xe6\xb2\x99\xe5\x85\xb4\xe9\x9b\x85\xe6\xa0\xa1\xe9\x99\x85\xe5\x87\xbb\xe5\x89\x91\xe9\x82\x80\xe8\xaf\xb7\xe8\xb5\x9b(\xe7\xac\xac\xe4\xba\x8c\xe7\xab\x99):    May 15, 2021 - May 16, 2021
Dynamo Spring Cup:    May 15, 2021 - May 16, 2021
Campionatul National Tineret spada feminin si masculin individual:    May 14, 2021 - May 15, 2021
Gold Finch ROC/RJCC/RYC/VET - Reg Opens 1/4:    May 14, 2021 - May 16, 2021
The Fencing Center RYC Reg Opens 4/27:    May 14, 2021 - May 16, 2021
Manchen Friday Night "Div 2" Foil:    May 14, 2021
CAMPIONAT NATIONAL SABIE TINERET:    May 12, 2021 - May 13, 2021
Durkan Men's Unrated Sabre:    May 12, 2021
FN Fenton:    May 9, 2021
MTFC Unsanctioned In House Epee:    May 9, 2021
Hertfordshire Sabre Series 1:    May 9, 2021
OG\xc3\x93LNOPOLSKI TURNIEJ M\xc5\x81ODZIK\xc3\x93W I DZIECI:    May 9, 2021
TFC's May 2021 Fence-A-Thon:    May 9, 2021
110\xe5\xb9\xb4\xe5\x85\xa8\xe5\x9c\x8b\xe5\xa4\xa7\xe5\xb0\x88\xe9\x99\xa2\xe6\xa0\xa1\xe9\x81\x8b\xe5\x8b\x95\xe6\x9c\x83:    May 8, 2021 - May 11, 2021
Campionat Nationat Floreta Tineret:    May 8, 2021 - May 9, 2021
V PUCHAR POLSKI SENIOR\xc3\x93W W SZABLI:    May 8, 2021
V Puchar Polski w szpadzie:    May 8, 2021 - May 9, 2021
2021 Schweizermeisterschaften U17/U20:    May 8, 2021 - May 9, 2021
MLADOST CUP 2021:    May 7, 2021 - May 9, 2021
Cupa Romaniei Floreta Masculin Seniori:    May 7, 2021
Freehold Fencing's E & Under Epee:    May 7, 2021
Manchen Friday Night "E & Under" Foil:    May 7, 2021
May NAC:    May 6, 2021 - May 9, 2021
02Test tournament ES:    May 6, 2021
2021 SoTxDiv Summer National & JO  Qualif:    May 2, 2021
IL. Div. Junior Olympic Qualifiers:    May 2, 2021
Freehold Fencing's Open Epee:    May 2, 2021
2021 DH McKenzie (AFC#1):    May 1, 2021 - May 3, 2021
PhilDiv 2021 Nationals Qualifier: Junior:    May 1, 2021 - May 2, 2021
Juvenile Fencing Competition, SAMS 2021:    May 1, 2021 - May 2, 2021
New Jersey Division Junior Olympics Qualifier:    May 1, 2021 - May 2, 2021
Mistrzostwa \xc5\x9al\xc4\x85ska M\xc5\x82odzik\xc3\xb3w:    May 1, 2021
Pan American Zonal Olympic Qualifier:    May 1, 2021 - May 2, 2021
IL.Div. Summer National Qualifer Tournament:    May 1, 2021
Duel in Des Moines:    May 1, 2021 - May 2, 2021
Rising Stars Beginner Youth Series:    May 1, 2021
Weekend Warrior I:    May 1, 2021
2021 Colorado DIV Jr/CDT,  DivII/III Qualifier:    May 1, 2021 - May 2, 2021
Mission SYC Reg Opens 3/26:    April 30, 2021 - May 3, 2021
Manchen Friday Night "U" Foil:    April 30, 2021
Turniej Kontrolny Kadry -  International Test Event:    April 28, 2021
110\xe5\xb9\xb4\xe5\x85\xa8\xe5\x9c\x8b\xe5\x9c\x8b\xe5\xb0\x8f\xe7\x9b\x83\xe6\x93\x8a\xe5\x8a\x8d\xe9\x8c\xa6\xe6\xa8\x99\xe8\xb3\xbd\xe5\xbe\xa9\xe8\x88\x88\xe5\xb0\x8f\xe5\xad\xb8\xe5\x9c\x98\xe9\xab\x94\xe8\xb3\x87\xe6\xa0\xbc\xe9\x81\xb8\xe6\x8b\x94\xe8\xb3\xbd:    April 28, 2021
Durkan Women's Div 3 Sabre:    April 28, 2021
NJ 2021 High School Individual Championship:    April 25, 2021
Hertfordshire Foil Series 1:    April 25, 2021
WAY Epic Epee: Men's A4 push & Women's Open:    April 25, 2021
Freehold Fencing's Youth Foil:    April 25, 2021
BCAF Members Only Y12 and Unrated mixed Foil:    April 25, 2021
IN HOUSE Beginner/Intermediate Event:    April 25, 2021
D'Artagnan's Challenge\xc3\xb0\xc2\x9f\xc2\xa4\xc2\xba Series 5B (Y14 Epee):    April 25, 2021
XVIII PUCHAR ZIEM P\xc3\x93\xc5\x81NOCNYCH:    April 24, 2021 - April 25, 2021
R3\xe6\x98\xa5\xe5\xad\xa3\xe6\x88\xa6:    April 24, 2021
Morris Cup RYC Reg Open 1/15:    April 24, 2021 - April 25, 2021
\xe7\xac\xac\xe5\x8d\x81\xe5\xb1\x86\xe6\xbe\xb3\xe9\x96\x80\xe6\xa0\xa1\xe9\x9a\x9b\xe5\x8a\x8d\xe6\x93\x8a\xe6\xaf\x94\xe8\xb3\xbd:    April 24, 2021 - April 25, 2021
NZ National U15 & Cadet Championships 2021:    April 24, 2021 - April 26, 2021
110\xe5\xb9\xb4\xe8\xbe\xb0\xe8\xa8\x98Arthur\xe7\x9b\x83\xe6\x93\x8a\xe5\x8a\x8d\xe9\x8c\xa6\xe6\xa8\x99\xe8\xb3\xbd:    April 24, 2021 - April 25, 2021
NEUSFA ONLY, Div II/III/Vet Qualifiers:    April 24, 2021 - April 25, 2021
ZFC Osterhasenturnier Kamikhase Weekend:    April 24, 2021 - April 25, 2021
QFA Open 1:    April 24, 2021
2021 Gulf Coast Division Qualifiers - Foil, Saber:    April 24, 2021
Asia-Oceanian Olympic Qualification Tournament:    April 24, 2021
Qualification Championships - Africa:    April 23, 2021
GRAFA RJCC/RYC - Third Coast Fencing Cup - Reg Opens 3/3:    April 23, 2021 - April 25, 2021
Mistrzostwa \xc5\x9al\xc4\x85ska Junior\xc3\xb3w m\xc5\x82odszych w szpadzie:    April 23, 2021 - April 24, 2021
Jeff Wolfe Long Island Challenge ROC Reg Opens 3/26:    April 23, 2021 - April 25, 2021
The Infinity Cup by The Cordele Athletic Club Reg Opens 2/1:    April 23, 2021 - April 25, 2021
Pre-AFC1 Open Competition:    April 23, 2021
TFC Downtown RYC Reg Opens 3/30:    April 23, 2021 - April 25, 2021
Freehold Fencing's E & Under Epee:    April 23, 2021
Colorado Cup #2 (RESCHEDULED FROM NOV):    April 23, 2021 - April 25, 2021
trial:    April 22, 2021
UAE President's Cup Fencing Championships:    April 21, 2021 - April 22, 2021
John Fethers Golden Foil:    April 18, 2021
Freehold Fencing's Div2 Epee:    April 18, 2021
Morehouse Saber Youth #3 (Y10,Y12,Y14) + Div.3:    April 18, 2021
FCMC SANCTIONED Unrated & Open Saber:    April 18, 2021
IN HOUSE MINI Fencer Event:    April 18, 2021
D'Artagnan's Challenge Series 2C (Y10 Epee)&Senior:    April 18, 2021
